,height_cm
2141,183.0
2142,185.0
2143,178.0
2144,188.0
2145,183.0
2146,178.0
2147,183.0
2148,178.0
2149,185.0
2150,180.0
2151,188.0
2152,170.0
2153,180.0
2154,180.0
2155,188.0
2156,178.0
2157,178.0
2158,183.0
2159,175.0
2160,201.0
2161,178.0
2162,178.0
2163,178.0
2164,178.0
2165,168.0
2166,168.0
2167,170.0
2168,180.0
2169,168.0
2170,178.0
2171,178.0
2172,178.0
2173,180.0
2174,180.0
2175,170.0
2176,198.0
2177,185.0
2178,183.0
2179,175.0
2180,163.0
2181,168.0
2182,168.0
2183,180.0
2184,178.0
2185,170.0
2186,183.0
2187,178.0
2188,185.0
2189,188.0
2190,170.0
2191,183.0
2192,178.0
2193,178.0
2194,188.0
2195,168.0
2196,165.0
2197,180.0
2198,178.0
2199,180.0
2200,178.0
2201,183.0
2202,163.0
2203,175.0
2204,168.0
2205,183.0
2206,180.0
2207,175.0
2208,183.0
2209,175.0
2210,183.0
2211,188.0
2212,175.0
2213,178.0
2214,173.0
2215,163.0
2216,173.0
2217,178.0
2218,183.0
2219,183.0
2220,183.0
2221,178.0
2222,188.0
2223,188.0
2224,190.0
2225,163.0
2226,170.0
2227,165.0
2228,175.0
2229,178.0
2230,168.0
2231,175.0
2232,168.0
2233,183.0
2234,170.0
2235,183.0
2236,175.0
2237,163.0
2238,188.0
2239,183.0
2240,168.0
2241,190.0
2242,185.0
2243,168.0
2244,206.0
2245,180.0
2246,198.0
2247,175.0
2248,170.0
2249,163.0
2250,188.0
2251,163.0
2252,175.0
2253,173.0
2254,178.0
2255,168.0
2256,180.0
2257,173.0
2258,173.0
2259,173.0
2260,178.0
2261,170.0
2262,178.0
2263,178.0
2264,170.0
2265,175.0
2266,185.0
2267,175.0
2268,178.0
2269,180.0
2270,168.0
2271,173.0
2272,175.0
2273,178.0
2274,173.0
2275,178.0
2276,185.0
2277,185.0
2278,180.0
2279,168.0
2280,175.0
2281,173.0
2282,173.0
2283,168.0
2284,178.0
2285,170.0
2286,170.0
2287,180.0
2288,175.0
2289,170.0
2290,183.0
2291,185.0
2292,185.0
2293,196.0
2294,180.0
2295,175.0
2296,173.0
2297,173.0
2298,170.0
2299,178.0
2300,196.0
2301,183.0
2302,180.0
2303,180.0
2304,180.0
2305,175.0
2306,183.0
2307,183.0
2308,180.0
2309,175.0
2310,183.0
2311,185.0
2312,185.0
2313,175.0
2314,175.0
2315,170.0
2316,170.0
2317,180.0
2318,175.0
2319,168.0
2320,178.0
2321,165.0
2322,178.0
2323,168.0
2324,168.0
2325,188.0
2326,170.0
2327,188.0
2328,173.0
2329,180.0
2330,173.0
2331,190.0
2332,165.0
2333,188.0
2334,173.0
2335,173.0
2336,175.0
2337,188.0
2338,180.0
2339,165.0
2340,170.0
2341,173.0
2342,175.0
2343,165.0
2344,170.0
2345,185.0
2346,180.0
2347,178.0
2348,188.0
2349,178.0
2350,170.0
2351,170.0
2352,173.0
2353,183.0
2354,178.0
2355,168.0
2356,165.0
2357,185.0
2358,173.0
2359,170.0
2360,183.0
2361,173.0
2362,173.0
2363,185.0
2364,178.0
2365,183.0
2366,173.0
2367,168.0
2368,175.0
2369,178.0
2370,165.0
2371,170.0
2372,178.0
2373,188.0
2374,165.0
2375,175.0
2376,180.0
2377,183.0
2378,170.0
2379,178.0
2380,185.0
2381,193.0
2382,168.0
2383,178.0
2384,173.0
2385,183.0
2386,188.0
2387,203.0
2388,183.0
2389,170.0
2390,173.0
2391,178.0
2392,183.0
2393,168.0
2394,173.0
2395,170.0
2396,183.0
2397,170.0
2398,183.0
2399,178.0
2400,183.0
2401,168.0
2402,190.0
2403,183.0
2404,178.0
2405,173.0
2406,175.0
2407,185.0
2408,178.0
2409,168.0
2410,183.0
2411,175.0
2412,178.0
2413,193.0
2414,188.0
2415,190.0
2416,180.0
2417,180.0
2418,180.0
2419,178.0
2420,175.0
2421,203.0
2422,175.0
2423,183.0
2424,168.0
2425,175.0
2426,168.0
2427,180.0
2428,178.0
2429,175.0
2430,168.0
2431,183.0
2432,178.0
2433,173.0
2434,180.0
2435,175.0
2436,185.0
2437,175.0
2438,175.0
2439,175.0
2440,180.0
2441,165.0
2442,175.0
2443,185.0
2444,180.0
2445,180.0
2446,168.0
2447,183.0
2448,178.0
2449,180.0
2450,170.0
2451,170.0
2452,165.0
2453,193.0
2454,173.0
2455,183.0
2456,180.0
2457,180.0
2458,188.0
2459,170.0
2460,173.0
2461,180.0
2462,180.0
2463,175.0
2464,180.0
2465,170.0
2466,175.0
2467,168.0
2468,180.0
2469,170.0
2470,188.0
2471,163.0
2472,178.0
2473,183.0
2474,178.0
2475,183.0
2476,175.0
2477,180.0
2478,180.0
2479,170.0
2480,170.0
2481,183.0
2482,165.0
2483,180.0
2484,168.0
2485,188.0
2486,178.0
2487,165.0
2488,160.0
2489,168.0
2490,178.0
2491,178.0
2492,201.0
2493,178.0
2494,175.0
2495,183.0
2496,178.0
2497,178.0
2498,168.0
2499,180.0
2500,183.0
2501,173.0
2502,183.0
2503,168.0
2504,180.0
2505,175.0
2506,173.0
2507,183.0
2508,168.0
2509,168.0
2510,175.0
2511,180.0
2512,178.0
2513,175.0
2514,185.0
2515,173.0
2516,175.0
2517,170.0
2518,173.0
2519,188.0
2520,175.0
2521,178.0
2522,185.0
2523,173.0
2524,175.0
2525,190.0
2526,168.0
2527,173.0
2528,183.0
2529,173.0
2530,170.0
2531,178.0
2532,175.0
2533,173.0
2534,170.0
2535,183.0
2536,173.0
2537,173.0
2538,180.0
2539,165.0
2540,173.0
2541,188.0
2542,168.0
2543,185.0
2544,183.0
2545,183.0
2546,170.0
2547,165.0
2548,185.0
2549,173.0
2550,183.0
2551,175.0
2552,165.0
2553,170.0
2554,173.0
2555,173.0
2556,163.0
2557,180.0
2558,170.0
2559,173.0
2560,188.0
2561,185.0
2562,170.0
2563,185.0
2564,180.0
2565,170.0
2566,185.0
2567,180.0
2568,178.0
2569,185.0
2570,188.0
2571,173.0
2572,180.0
2573,188.0
2574,193.0
2575,175.0
2576,185.0
2577,170.0
2578,188.0
2579,170.0
2580,183.0
2581,180.0
2582,185.0
2583,175.0
2584,170.0
2585,175.0
2586,180.0
2587,178.0
2588,173.0
2589,188.0
2590,178.0
2591,183.0
2592,170.0
2593,170.0
2594,180.0
2595,170.0
2596,178.0
2597,175.0
2598,175.0
2599,198.0
2600,183.0
2601,178.0
2602,180.0
2603,178.0
2604,170.0
2605,160.0
2606,168.0
2607,183.0
2608,185.0
2609,175.0
2610,170.0
2611,173.0
2612,183.0
2613,185.0
2614,178.0
2615,185.0
2616,188.0
2617,173.0
2618,180.0
2619,180.0
2620,180.0
2621,168.0
2622,170.0
2623,178.0
2624,168.0
2625,173.0
2626,185.0
2627,178.0
2628,183.0
2629,178.0
2630,183.0
2631,175.0
2632,170.0
2633,185.0
2634,178.0
2635,178.0
2636,180.0
2637,180.0
2638,175.0
2639,180.0
2640,168.0
2641,163.0
2642,175.0
2643,173.0
2644,165.0
2645,173.0
2646,185.0
2647,173.0
2648,183.0
2649,165.0
2650,188.0
2651,185.0
2652,175.0
2653,173.0
2654,175.0
2655,175.0
2656,170.0
2657,178.0
2658,173.0
2659,170.0
2660,178.0
2661,190.0
2662,175.0
2663,183.0
2664,188.0
2665,180.0
2666,173.0
2667,183.0
2668,183.0
2669,180.0
2670,185.0
2671,180.0
2672,178.0
2673,180.0
2674,175.0
2675,178.0
2676,183.0
2677,180.0
2678,190.0
2679,188.0
2680,180.0
2681,183.0
2682,165.0
2683,168.0
2684,183.0
2685,175.0
2686,188.0
2687,173.0
2688,168.0
2689,175.0
2690,183.0
2691,185.0
2692,183.0
2693,175.0
2694,178.0
2695,173.0
2696,175.0
2697,168.0
2698,178.0
2699,183.0
2700,193.0
2701,160.0
2702,178.0
2703,185.0
2704,173.0
2705,188.0
2706,168.0
2707,183.0
2708,185.0
2709,170.0
2710,180.0
2711,175.0
2712,178.0
2713,165.0
2714,178.0
2715,173.0
2716,175.0
2717,175.0
2718,165.0
2719,173.0
2720,168.0
2721,168.0
2722,188.0
2723,175.0
2724,160.0
2725,183.0
2726,170.0
2727,170.0
2728,183.0
2729,180.0
2730,183.0
2731,180.0
2732,180.0
2733,170.0
2734,170.0
2735,180.0
2736,175.0
2737,185.0
2738,173.0
2739,183.0
2740,175.0
2741,170.0
2742,190.0
2743,165.0
2744,173.0
2745,185.0
2746,163.0
2747,180.0
2748,183.0
2749,170.0
2750,178.0
2751,188.0
2752,178.0
2753,180.0
2754,190.0
2755,183.0
2756,175.0
2757,183.0
2758,180.0
2759,170.0
2760,178.0
2761,188.0
2762,183.0
2763,185.0
2764,185.0
2765,170.0
2766,175.0
2767,183.0
2768,180.0
2769,183.0
2770,180.0
2771,180.0
2772,185.0
2773,168.0
2774,183.0
2775,178.0
2776,180.0
2777,185.0
2778,178.0
2779,183.0
2780,175.0
2781,180.0
2782,170.0
2783,175.0
2784,170.0
2785,178.0
2786,180.0
2787,188.0
2788,188.0
2789,193.0
2790,175.0
2791,175.0
2792,175.0
2793,180.0
2794,173.0
2795,152.0
2796,175.0
2797,178.0
2798,180.0
2799,178.0
2800,178.0
2801,183.0
2802,170.0
2803,185.0
2804,183.0
2805,180.0
2806,168.0
2807,178.0
2808,183.0
2809,183.0
2810,173.0
2811,175.0
2812,180.0
2813,170.0
2814,180.0
2815,170.0
2816,185.0
2817,163.0
2818,168.0
2819,163.0
2820,170.0
2821,178.0
2822,188.0
2823,180.0
2824,178.0
2825,173.0
2826,175.0
2827,173.0
2828,178.0
2829,185.0
2830,188.0
2831,196.0
2832,188.0
2833,178.0
2834,180.0
2835,180.0
2836,180.0
2837,168.0
2838,180.0
2839,183.0
2840,180.0
2841,178.0
2842,183.0
2843,188.0
2844,173.0
2845,183.0
2846,185.0
2847,173.0
2848,185.0
2849,183.0
2850,175.0
2851,175.0
2852,183.0
2853,178.0
2854,178.0
2855,190.0
2856,168.0
2857,178.0
2858,160.0
2859,165.0
2860,180.0
2861,160.0
2862,175.0
2863,180.0
2864,180.0
2865,165.0
2866,170.0
2867,168.0
2868,175.0
2869,185.0
2870,188.0
2871,178.0
2872,170.0
2873,170.0
2874,190.0
2875,190.0
2876,196.0
2877,173.0
2878,183.0
2879,168.0
2880,178.0
2881,183.0
2882,175.0
2883,168.0
2884,173.0
2885,183.0
2886,175.0
2887,180.0
2888,196.0
2889,178.0
2890,170.0
2891,173.0
2892,180.0
2893,178.0
2894,173.0
2895,183.0
2896,170.0
2897,183.0
2898,173.0
2899,188.0
2900,180.0
2901,180.0
2902,183.0
2903,163.0
2904,170.0
2905,190.0
2906,180.0
2907,183.0
2908,188.0
2909,175.0
2910,175.0
2911,173.0
2912,178.0
2913,180.0
2914,175.0
2915,173.0
2916,175.0
2917,178.0
2918,183.0
2919,178.0
2920,185.0
2921,183.0
2922,180.0
2923,183.0
2924,175.0
2925,175.0
2926,168.0
2927,168.0
2928,188.0
2929,170.0
2930,193.0
2931,178.0
2932,183.0
2933,173.0
2934,175.0
2935,178.0
2936,180.0
2937,178.0
2938,173.0
2939,173.0
2940,178.0
2941,165.0
2942,173.0
2943,185.0
2944,173.0
2945,178.0
2946,188.0
2947,183.0
2948,183.0
2949,168.0
2950,185.0
2951,173.0
2952,183.0
2953,188.0
2954,173.0
2955,185.0
2956,170.0
2957,175.0
2958,170.0
2959,185.0
2960,163.0
2961,185.0
2962,178.0
2963,175.0
2964,175.0
2965,178.0
2966,165.0
2967,180.0
2968,163.0
2969,168.0
2970,190.0
2971,185.0
2972,173.0
2973,173.0
2974,193.0
2975,183.0
2976,180.0
2977,180.0
2978,170.0
2979,173.0
2980,190.0
2981,180.0
2982,196.0
2983,175.0
2984,178.0
2985,188.0
2986,165.0
2987,188.0
2988,180.0
2989,173.0
2990,175.0
2991,168.0
2992,170.0
2993,170.0
2994,170.0
2995,185.0
2996,180.0
2997,168.0
2998,178.0
2999,173.0
3000,173.0
3001,185.0
3002,183.0
3003,185.0
3004,180.0
3005,178.0
3006,180.0
3007,173.0
3008,180.0
3009,175.0
3010,183.0
3011,188.0
3012,168.0
3013,180.0
3014,178.0
3015,180.0
3016,175.0
3017,185.0
3018,183.0
3019,175.0
3020,193.0
3021,168.0
3022,178.0
3023,183.0
3024,175.0
3025,168.0
3026,185.0
3027,185.0
3028,173.0
3029,168.0
3030,173.0
3031,178.0
3032,180.0
3033,175.0
3034,183.0
3035,178.0
3036,180.0
3037,168.0
3038,180.0
3039,178.0
3040,175.0
3041,180.0
3042,170.0
3043,185.0
3044,185.0
3045,178.0
3046,185.0
3047,178.0
3048,178.0
3049,178.0
3050,180.0
3051,178.0
3052,178.0
3053,188.0
3054,170.0
3055,173.0
3056,173.0
3057,183.0
3058,180.0
3059,170.0
3060,178.0
3061,198.0
3062,173.0
3063,183.0
3064,168.0
3065,157.0
3066,170.0
3067,180.0
3068,183.0
3069,180.0
3070,175.0
3071,175.0
3072,175.0
3073,185.0
3074,188.0
3075,178.0
3076,173.0
3077,170.0
3078,183.0
3079,175.0
3080,183.0
3081,178.0
3082,180.0
3083,178.0
3084,178.0
3085,168.0
3086,190.0
3087,178.0
3088,180.0
3089,170.0
3090,175.0
3091,175.0
3092,157.0
3093,173.0
3094,188.0
3095,185.0
3096,185.0
3097,190.0
3098,183.0
3099,196.0
3100,180.0
3101,183.0
3102,168.0
3103,196.0
3104,188.0
3105,178.0
3106,188.0
3107,175.0
3108,178.0
3109,168.0
3110,180.0
3111,173.0
3112,173.0
3113,178.0
3114,168.0
3115,185.0
3116,175.0
3117,173.0
3118,185.0
3119,173.0
3120,180.0
3121,175.0
3122,163.0
3123,178.0
3124,185.0
3125,175.0
3126,175.0
3127,168.0
3128,157.0
3129,173.0
3130,168.0
3131,183.0
3132,183.0
3133,185.0
3134,175.0
3135,183.0
3136,183.0
3137,165.0
3138,190.0
3139,180.0
3140,178.0
3141,175.0
3142,190.0
3143,188.0
3144,180.0
3145,175.0
3146,180.0
3147,178.0
3148,173.0
3149,178.0
3150,188.0
3151,168.0
3152,183.0
3153,175.0
3154,178.0
3155,175.0
3156,175.0
3157,175.0
3158,170.0
3159,178.0
3160,185.0
3161,165.0
3162,175.0
3163,173.0
3164,183.0
3165,183.0
3166,190.0
3167,188.0
3168,183.0
3169,180.0
3170,183.0
3171,185.0
3172,198.0
3173,185.0
3174,170.0
3175,170.0
3176,190.0
3177,175.0
3178,180.0
3179,168.0
3180,175.0
3181,188.0
3182,185.0
3183,180.0
3184,168.0
3185,180.0
3186,180.0
3187,178.0
3188,175.0
3189,188.0
3190,193.0
3191,183.0
3192,175.0
3193,180.0
3194,183.0
3195,168.0
3196,178.0
3197,170.0
3198,170.0
3199,170.0
3200,175.0
3201,188.0
3202,170.0
3203,180.0
3204,178.0
3205,165.0
3206,188.0
3207,190.0
3208,152.0
3209,180.0
3210,183.0
3211,188.0
3212,170.0
3213,180.0
3214,168.0
3215,178.0
3216,178.0
3217,168.0
3218,178.0
3219,170.0
3220,180.0
3221,165.0
3222,188.0
3223,173.0
3224,183.0
3225,168.0
3226,178.0
3227,193.0
3228,175.0
3229,170.0
3230,193.0
3231,188.0
3232,168.0
3233,188.0
3234,180.0
3235,178.0
3236,180.0
3237,170.0
3238,175.0
3239,173.0
3240,188.0
3241,188.0
3242,183.0
3243,190.0
3244,183.0
3245,196.0
3246,178.0
3247,173.0
3248,173.0
3249,170.0
3250,175.0
3251,180.0
3252,168.0
3253,175.0
3254,168.0
3255,170.0
3256,180.0
3257,178.0
3258,180.0
3259,185.0
3260,183.0
3261,168.0
3262,178.0
3263,180.0
3264,168.0
3265,178.0
3266,170.0
3267,188.0
3268,178.0
3269,170.0
3270,183.0
3271,183.0
3272,173.0
3273,173.0
3274,175.0
3275,178.0
3276,183.0
3277,180.0
3278,168.0
3279,178.0
3280,168.0
3281,178.0
3282,168.0
3283,185.0
3284,175.0
3285,183.0
3286,173.0
3287,170.0
3288,185.0
3289,188.0
3290,180.0
3291,183.0
3292,180.0
3293,178.0
3294,175.0
3295,178.0
3296,188.0
3297,170.0
3298,178.0
3299,180.0
3300,173.0
3301,173.0
3302,180.0
3303,185.0
3304,185.0
3305,175.0
3306,183.0
3307,178.0
3308,170.0
3309,168.0
3310,168.0
3311,168.0
3312,175.0
3313,178.0
3314,170.0
3315,183.0
3316,196.0
3317,183.0
3318,175.0
3319,188.0
3320,165.0
3321,170.0
3322,188.0
3323,188.0
3324,175.0
3325,175.0
3326,180.0
3327,190.0
3328,165.0
3329,178.0
3330,183.0
3331,165.0
3332,178.0
3333,180.0
3334,173.0
3335,173.0
3336,196.0
3337,175.0
3338,175.0
3339,180.0
3340,170.0
3341,173.0
3342,163.0
3343,188.0
3344,168.0
3345,178.0
3346,175.0
3347,178.0
3348,168.0
3349,173.0
3350,165.0
3351,168.0
3352,178.0
3353,178.0
3354,180.0
3355,173.0
3356,183.0
3357,193.0
3358,170.0
3359,193.0
3360,180.0
3361,170.0
3362,178.0
3363,173.0
3364,175.0
3365,180.0
3366,178.0
3367,175.0
3368,183.0
3369,188.0
3370,175.0
3371,180.0
3372,175.0
3373,168.0
3374,183.0
3375,180.0
3376,180.0
3377,180.0
3378,188.0
3379,175.0
3380,178.0
3381,173.0
3382,180.0
3383,183.0
3384,178.0
3385,173.0
3386,201.0
3387,178.0
3388,188.0
3389,175.0
3390,183.0
3391,170.0
3392,180.0
3393,170.0
3394,178.0
3395,180.0
3396,185.0
3397,175.0
3398,178.0
3399,183.0
3400,183.0
3401,183.0
3402,178.0
3403,196.0
3404,170.0
3405,183.0
3406,193.0
3407,183.0
3408,190.0
3409,170.0
3410,180.0
3411,168.0
3412,185.0
3413,178.0
3414,175.0
3415,180.0
3416,170.0
3417,165.0
3418,175.0
3419,180.0
3420,170.0
3421,173.0
3422,180.0
3423,198.0
3424,180.0
3425,168.0
3426,160.0
3427,183.0
3428,193.0
3429,183.0
3430,175.0
3431,173.0
3432,175.0
3433,175.0
3434,173.0
3435,175.0
3436,183.0
3437,196.0
3438,185.0
3439,183.0
3440,170.0
3441,188.0
3442,183.0
3443,175.0
3444,180.0
3445,170.0
3446,170.0
3447,175.0
3448,188.0
3449,180.0
3450,168.0
3451,175.0
3452,170.0
3453,170.0
3454,185.0
3455,185.0
3456,178.0
3457,180.0
3458,175.0
3459,180.0
3460,183.0
3461,170.0
3462,188.0
3463,180.0
3464,163.0
3465,188.0
3466,173.0
3467,193.0
3468,175.0
3469,185.0
3470,188.0
3471,168.0
3472,196.0
3473,183.0
3474,168.0
3475,180.0
3476,185.0
3477,178.0
3478,173.0
3479,170.0
3480,185.0
3481,170.0
3482,190.0
3483,175.0
3484,168.0
3485,180.0
3486,180.0
3487,175.0
3488,175.0
3489,168.0
3490,170.0
3491,168.0
3492,163.0
3493,180.0
3494,183.0
3495,188.0
3496,168.0
3497,180.0
3498,180.0
3499,183.0
3500,180.0
3501,173.0
3502,178.0
3503,183.0
3504,175.0
3505,183.0
3506,180.0
3507,183.0
3508,163.0
3509,170.0
3510,168.0
3511,170.0
3512,170.0
3513,160.0
3514,175.0
3515,170.0
3516,170.0
3517,193.0
3518,178.0
3519,193.0
3520,193.0
3521,190.0
3522,180.0
3523,188.0
3524,173.0
3525,178.0
3526,173.0
3527,180.0
3528,175.0
3529,170.0
3530,170.0
3531,178.0
3532,175.0
3533,180.0
3534,173.0
3535,183.0
3536,178.0
3537,180.0
3538,165.0
3539,178.0
3540,180.0
3541,183.0
3542,180.0
3543,173.0
3544,183.0
3545,170.0
3546,178.0
3547,183.0
3548,173.0
3549,170.0
3550,185.0
3551,180.0
3552,178.0
3553,170.0
3554,165.0
3555,175.0
3556,180.0
3557,180.0
3558,170.0
3559,175.0
3560,180.0
3561,175.0
3562,190.0
3563,185.0
3564,168.0
3565,188.0
3566,193.0
3567,180.0
3568,185.0
3569,173.0
3570,168.0
3571,173.0
3572,183.0
3573,180.0
3574,170.0
3575,175.0
3576,175.0
3577,180.0
3578,190.0
3579,180.0
3580,175.0
3581,170.0
3582,175.0
3583,183.0
3584,173.0
3585,190.0
3586,175.0
3587,173.0
3588,170.0
3589,180.0
3590,180.0
3591,173.0
3592,178.0
3593,178.0
3594,185.0
3595,175.0
3596,173.0
3597,190.0
3598,180.0
3599,185.0
3600,175.0
3601,180.0
3602,170.0
3603,170.0
3604,180.0
3605,173.0
3606,175.0
3607,170.0
3608,180.0
3609,190.0
3610,173.0
3611,180.0
3612,173.0
3613,168.0
3614,170.0
3615,175.0
3616,165.0
3617,173.0
3618,175.0
3619,168.0
3620,193.0
3621,173.0
3622,188.0
3623,173.0
3624,183.0
3625,185.0
3626,178.0
3627,175.0
3628,183.0
3629,178.0
3630,173.0
3631,180.0
3632,180.0
3633,180.0
3634,190.0
3635,170.0
3636,183.0
3637,180.0
3638,170.0
3639,188.0
3640,178.0
3641,190.0
3642,170.0
3643,168.0
3644,175.0
3645,173.0
3646,193.0
3647,173.0
3648,183.0
3649,170.0
3650,178.0
3651,175.0
3652,180.0
3653,183.0
3654,180.0
3655,183.0
3656,170.0
3657,173.0
3658,163.0
3659,175.0
3660,175.0
3661,165.0
3662,183.0
3663,183.0
3664,183.0
3665,175.0
3666,173.0
3667,180.0
3668,185.0
3669,178.0
3670,183.0
3671,183.0
3672,173.0
3673,173.0
3674,170.0
3675,165.0
3676,175.0
3677,170.0
3678,190.0
3679,168.0
3680,190.0
3681,185.0
3682,183.0
3683,188.0
3684,183.0
3685,173.0
3686,178.0
3687,180.0
3688,190.0
3689,168.0
3690,180.0
3691,178.0
3692,178.0
3693,165.0
3694,173.0
3695,188.0
3696,185.0
3697,190.0
3698,183.0
3699,170.0
3700,175.0
3701,170.0
3702,193.0
3703,175.0
3704,183.0
3705,188.0
3706,188.0
3707,180.0
3708,180.0
3709,185.0
3710,173.0
3711,178.0
3712,178.0
3713,175.0
3714,175.0
3715,180.0
3716,188.0
3717,188.0
3718,193.0
3719,185.0
3720,183.0
3721,175.0
3722,178.0
3723,180.0
3724,173.0
3725,170.0
3726,168.0
3727,173.0
3728,170.0
3729,163.0
3730,165.0
3731,165.0
3732,163.0
3733,170.0
3734,180.0
3735,188.0
3736,180.0
3737,173.0
3738,178.0
3739,168.0
3740,183.0
3741,183.0
3742,180.0
3743,188.0
3744,180.0
3745,185.0
3746,165.0
3747,175.0
3748,180.0
3749,175.0
3750,178.0
3751,178.0
3752,163.0
3753,178.0
3754,173.0
3755,168.0
3756,170.0
3757,180.0
3758,180.0
3759,175.0
3760,193.0
3761,180.0
3762,170.0
3763,165.0
3764,185.0
3765,165.0
3766,170.0
3767,173.0
3768,185.0
3769,173.0
3770,183.0
3771,178.0
3772,173.0
3773,178.0
3774,175.0
3775,188.0
3776,180.0
3777,185.0
3778,175.0
3779,170.0
3780,180.0
3781,178.0
3782,183.0
3783,170.0
3784,175.0
3785,185.0
3786,175.0
3787,180.0
3788,175.0
3789,178.0
3790,175.0
3791,175.0
3792,180.0
3793,178.0
3794,185.0
3795,188.0
3796,170.0
3797,170.0
3798,183.0
3799,180.0
3800,183.0
3801,183.0
3802,175.0
3803,185.0
3804,160.0
3805,170.0
3806,163.0
3807,178.0
3808,173.0
3809,193.0
3810,178.0
3811,183.0
3812,193.0
3813,178.0
3814,188.0
3815,183.0
3816,183.0
3817,178.0
3818,180.0
3819,173.0
3820,165.0
3821,175.0
3822,170.0
3823,178.0
3824,173.0
3825,173.0
3826,180.0
3827,180.0
3828,175.0
3829,173.0
3830,178.0
3831,168.0
3832,183.0
3833,173.0
3834,170.0
3835,178.0
3836,173.0
3837,198.0
3838,175.0
3839,173.0
3840,178.0
3841,175.0
3842,165.0
3843,175.0
3844,175.0
3845,180.0
3846,175.0
3847,183.0
3848,180.0
3849,183.0
3850,168.0
3851,165.0
3852,183.0
3853,170.0
3854,183.0
3855,188.0
3856,173.0
3857,175.0
3858,178.0
3859,173.0
3860,188.0
3861,180.0
3862,175.0
3863,175.0
3864,165.0
3865,170.0
3866,180.0
3867,175.0
3868,180.0
3869,175.0
3870,183.0
3871,180.0
3872,175.0
3873,178.0
3874,173.0
3875,180.0
3876,168.0
3877,183.0
3878,173.0
3879,183.0
3880,185.0
3881,175.0
3882,175.0
3883,188.0
3884,168.0
3885,183.0
3886,193.0
3887,183.0
3888,175.0
3889,178.0
3890,185.0
3891,168.0
3892,178.0
3893,180.0
3894,168.0
3895,175.0
3896,183.0
3897,170.0
3898,175.0
3899,188.0
3900,178.0
3901,173.0
3902,188.0
3903,188.0
3904,183.0
3905,168.0
3906,178.0
3907,185.0
3908,173.0
3909,183.0
3910,188.0
3911,180.0
3912,170.0
3913,175.0
3914,183.0
3915,175.0
3916,175.0
3917,185.0
3918,185.0
3919,183.0
3920,168.0
3921,173.0
3922,188.0
3923,170.0
3924,175.0
3925,173.0
3926,185.0
3927,183.0
3928,175.0
3929,185.0
3930,180.0
3931,188.0
3932,178.0
3933,173.0
3934,168.0
3935,173.0
3936,173.0
3937,183.0
3938,175.0
3939,180.0
3940,180.0
3941,175.0
3942,180.0
3943,175.0
3944,180.0
3945,180.0
3946,180.0
3947,178.0
3948,170.0
3949,178.0
3950,180.0
3951,175.0
3952,193.0
3953,173.0
3954,170.0
3955,175.0
3956,173.0
3957,183.0
3958,180.0
3959,180.0
3960,170.0
3961,180.0
3962,180.0
3963,180.0
3964,175.0
3965,175.0
3966,168.0
3967,185.0
3968,178.0
3969,185.0
3970,168.0
3971,173.0
3972,198.0
3973,178.0
3974,178.0
3975,188.0
3976,173.0
3977,185.0
3978,183.0
3979,175.0
3980,175.0
3981,175.0
3982,183.0
3983,183.0
3984,193.0
3985,178.0
3986,183.0
3987,183.0
3988,180.0
3989,180.0
3990,185.0
3991,188.0
3992,185.0
3993,183.0
3994,193.0
3995,175.0
3996,185.0
3997,175.0
3998,183.0
3999,168.0
4000,173.0
4001,185.0
4002,183.0
4003,190.0
4004,170.0
4005,165.0
4006,170.0
4007,190.0
4008,185.0
4009,170.0
4010,183.0
4011,185.0
4012,190.0
4013,183.0
4014,173.0
4015,193.0
4016,193.0
4017,178.0
4018,173.0
4019,175.0
4020,175.0
4021,185.0
4022,175.0
4023,173.0
4024,173.0
4025,173.0
4026,183.0
4027,183.0
4028,180.0
4029,170.0
4030,185.0
4031,180.0
4032,180.0
4033,168.0
4034,180.0
4035,178.0
4036,168.0
4037,173.0
4038,170.0
4039,170.0
4040,180.0
4041,183.0
4042,170.0
4043,180.0
4044,180.0
4045,168.0
4046,178.0
4047,165.0
4048,175.0
4049,165.0
4050,178.0
4051,180.0
4052,173.0
4053,180.0
4054,180.0
4055,183.0
4056,165.0
4057,170.0
4058,180.0
4059,180.0
4060,168.0
4061,183.0
4062,193.0
4063,183.0
4064,178.0
4065,170.0
4066,168.0
4067,175.0
4068,175.0
4069,175.0
4070,178.0
4071,157.0
4072,170.0
4073,175.0
4074,188.0
4075,178.0
4076,185.0
4077,170.0
4078,180.0
4079,170.0
4080,175.0
4081,185.0
